ID,m00,m10,m01,cx,cy,mu20,mu02,mu11,Circularity,IsCircleLike
3427,1.0000,616.0000,327.0000,616.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3428,1.0000,638.0000,327.0000,638.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3429,4719.0000,3295284.0000,1818097.0000,698.3013,385.2717,4924659.5016,2945989.7220,2712659.6885,0.4503,NO
3430,2.0000,1354.0000,655.0000,677.0000,327.5000,0.0000,0.5000,0.0000,1.2732,NO
3431,1.0000,754.0000,327.0000,754.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3432,1.0000,814.0000,327.0000,814.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3433,1.0000,823.0000,327.0000,823.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3434,1.0000,835.0000,327.0000,835.0000,327.0000,0.0000,0.0000,0.0000,0.0000,NO
3435,1.0000,458.0000,328.0000,458.0000,328.0000,0.0000,0.0000,0.0000,0.0000,NO
3436,2.0000,974.0000,657.0000,487.0000,328.5000,0.0000,0.5000,0.0000,1.2732,NO
3437,1.0000,523.0000,328.0000,523.0000,328.0000,0.0000,0.0000,0.0000,0.0000,NO
3438,2.0000,1204.0000,657.0000,602.0000,328.5000,0.0000,0.5000,0.0000,1.2732,NO
3439,1.0000,615.0000,328.0000,615.0000,328.0000,0.0000,0.0000,0.0000,0.0000,NO
3440,2.0000,1244.0000,657.0000,622.0000,328.5000,0.0000,0.5000,0.0000,1.2732,NO
3441,2.0000,1250.0000,657.0000,625.0000,328.5000,0.0000,0.5000,0.0000,1.2732,NO
3442,1.0000,627.0000,328.0000,627.0000,328.0000,0.0000,0.0000,0.0000,0.0000,NO
3443,1.0000,644.0000,328.0000,644.0000,328.0000,0.0000,0.0000,0.0000,0.0000,NO
3444,2.0000,1976.0000,657.0000,988.0000,328.5000,0.0000,0.5000,0.0000,1.2732,NO
3445,1.0000,462.0000,329.0000,462.0000,329.0000,0.0000,0.0000,0.0000,0.0000,NO
3446,1.0000,467.0000,329.0000,467.0000,329.0000,0.0000,0.0000,0.0000,0.0000,NO
3447,2.0000,941.0000,658.0000,470.5000,329.0000,0.5000,0.0000,0.0000,1.2732,NO
3448,16.0000,8433.0000,5335.0000,527.0625,333.4375,80.9375,91.9375,83.5625,0.2357,NO
3449,3.0000,1768.0000,989.0000,589.3333,329.6667,0.6667,0.6667,0.3333,1.0743,NO
3450,6.0000,3558.0000,1989.0000,593.0000,331.5000,0.0000,17.5000,0.0000,0.3274,NO
3451,6.0000,3626.0000,1981.0000,604.3333,330.1667,1.3333,6.8333,-1.3333,0.7016,NO
3452,28.0000,16960.0000,9410.0000,605.7143,336.0714,35.7143,377.8571,-90.4286,0.3017,NO
3453,2.0000,1314.0000,659.0000,657.0000,329.5000,0.0000,0.5000,0.0000,1.2732,NO
3454,1.0000,668.0000,329.0000,668.0000,329.0000,0.0000,0.0000,0.0000,0.0000,NO
3455,1.0000,753.0000,329.0000,753.0000,329.0000,0.0000,0.0000,0.0000,0.0000,NO
3456,1.0000,830.0000,329.0000,830.0000,329.0000,0.0000,0.0000,0.0000,0.0000,NO
3457,1.0000,454.0000,330.0000,454.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3458,5.0000,2305.0000,1654.0000,461.0000,330.8000,2.0000,2.8000,1.0000,0.8289,NO
3459,1.0000,468.0000,330.0000,468.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3460,1.0000,488.0000,330.0000,488.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3461,2.0000,1137.0000,660.0000,568.5000,330.0000,0.5000,0.0000,0.0000,1.2732,NO
3462,1.0000,596.0000,330.0000,596.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3463,1.0000,599.0000,330.0000,599.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3464,4.0000,2402.0000,1324.0000,600.5000,331.0000,1.0000,2.0000,-1.0000,0.8488,NO
3465,1.0000,610.0000,330.0000,610.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3466,1.0000,641.0000,330.0000,641.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3467,6.0000,3906.0000,1989.0000,651.0000,331.5000,4.0000,5.5000,4.0000,0.6031,NO
3468,1.0000,653.0000,330.0000,653.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3469,1.0000,682.0000,330.0000,682.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3470,3.0000,2052.0000,993.0000,684.0000,331.0000,0.0000,2.0000,0.0000,0.7162,NO
3471,1.0000,829.0000,330.0000,829.0000,330.0000,0.0000,0.0000,0.0000,0.0000,NO
3472,1.0000,455.0000,331.0000,455.0000,331.0000,0.0000,0.0000,0.0000,0.0000,NO
3473,1.0000,489.0000,331.0000,489.0000,331.0000,0.0000,0.0000,0.0000,0.0000,NO
3474,1.0000,570.0000,331.0000,570.0000,331.0000,0.0000,0.0000,0.0000,0.0000,NO
3475,2.0000,1182.0000,663.0000,591.0000,331.5000,0.0000,0.5000,0.0000,1.2732,NO
3476,2.0000,1308.0000,663.0000,654.0000,331.5000,0.0000,0.5000,0.0000,1.2732,NO
3477,2.0000,1316.0000,663.0000,658.0000,331.5000,0.0000,0.5000,0.0000,1.2732,NO
3478,3.0000,1995.0000,996.0000,665.0000,332.0000,0.0000,2.0000,0.0000,0.7162,NO
3479,4.0000,2688.0000,1330.0000,672.0000,332.5000,0.0000,5.0000,0.0000,0.5093,NO
3480,1.0000,678.0000,331.0000,678.0000,331.0000,0.0000,0.0000,0.0000,0.0000,NO
3481,3.0000,2058.0000,996.0000,686.0000,332.0000,0.0000,2.0000,0.0000,0.7162,NO
3482,1.0000,752.0000,331.0000,752.0000,331.0000,0.0000,0.0000,0.0000,0.0000,NO
3483,2.0000,1655.0000,662.0000,827.5000,331.0000,0.5000,0.0000,0.0000,1.2732,NO
3484,3.0000,1376.0000,997.0000,458.6667,332.3333,0.6667,0.6667,0.3333,1.0743,NO
3485,1.0000,463.0000,332.0000,463.0000,332.0000,0.0000,0.0000,0.0000,0.0000,NO
3486,1.0000,466.0000,332.0000,466.0000,332.0000,0.0000,0.0000,0.0000,0.0000,NO
3487,1.0000,490.0000,332.0000,490.0000,332.0000,0.0000,0.0000,0.0000,0.0000,NO
3488,3.0000,2010.0000,999.0000,670.0000,333.0000,0.0000,2.0000,0.0000,0.7162,NO
3489,1.0000,677.0000,332.0000,677.0000,332.0000,0.0000,0.0000,0.0000,0.0000,NO
3490,2.0000,1358.0000,665.0000,679.0000,332.5000,0.0000,0.5000,0.0000,1.2732,NO
3491,12.0000,8159.0000,4028.0000,679.9167,335.6667,6.9167,52.6667,-14.3333,0.3846,NO
3492,2.0000,1651.0000,664.0000,825.5000,332.0000,0.5000,0.0000,0.0000,1.2732,NO
3493,9.0000,4109.0000,3004.0000,456.5556,333.7778,22.2222,5.5556,8.1111,0.4641,NO
3494,1.0000,465.0000,333.0000,465.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3495,1.0000,491.0000,333.0000,491.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3496,1.0000,569.0000,333.0000,569.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3497,1.0000,571.0000,333.0000,571.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3498,8.0000,4875.0000,2687.0000,609.3750,335.8750,1.8750,28.8750,-5.6250,0.3312,NO
3499,1.0000,617.0000,333.0000,617.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3500,4.0000,2530.0000,1334.0000,632.5000,333.5000,1.0000,1.0000,0.0000,1.2732,NO
3501,1.0000,637.0000,333.0000,637.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3502,2.0000,1378.0000,667.0000,689.0000,333.5000,0.0000,0.5000,0.0000,1.2732,NO
3503,1.0000,751.0000,333.0000,751.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3504,1.0000,823.0000,333.0000,823.0000,333.0000,0.0000,0.0000,0.0000,0.0000,NO
3505,4.0000,3328.0000,1333.0000,832.0000,333.2500,2.0000,0.7500,0.0000,0.9260,NO
3506,4.0000,1812.0000,1338.0000,453.0000,334.5000,2.0000,1.0000,1.0000,0.8488,NO
3507,1.0000,460.0000,334.0000,460.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3508,1.0000,463.0000,334.0000,463.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3509,1.0000,492.0000,334.0000,492.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3510,1.0000,572.0000,334.0000,572.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3511,2.0000,1158.0000,669.0000,579.0000,334.5000,0.0000,0.5000,0.0000,1.2732,NO
3512,1.0000,646.0000,334.0000,646.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3513,2.0000,1298.0000,669.0000,649.0000,334.5000,0.0000,0.5000,0.0000,1.2732,NO
3514,1.0000,653.0000,334.0000,653.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3515,8.0000,5480.0000,2700.0000,685.0000,337.5000,0.0000,42.0000,0.0000,0.2425,NO
3516,1.0000,750.0000,334.0000,750.0000,334.0000,0.0000,0.0000,0.0000,0.0000,NO
3517,7.0000,5793.0000,2342.0000,827.5714,334.5714,17.7143,1.7143,-4.2857,0.4014,NO
3518,3.0000,1480.0000,1007.0000,493.3333,335.6667,0.6667,0.6667,0.3333,1.0743,NO
3519,1.0000,568.0000,335.0000,568.0000,335.0000,0.0000,0.0000,0.0000,0.0000,NO
3520,4.0000,2374.0000,1344.0000,593.5000,336.0000,1.0000,2.0000,-1.0000,0.8488,NO
3521,2.0000,1250.0000,671.0000,625.0000,335.5000,0.0000,0.5000,0.0000,1.2732,NO
3522,1.0000,640.0000,335.0000,640.0000,335.0000,0.0000,0.0000,0.0000,0.0000,NO
3523,14.0000,9621.0000,4759.0000,687.2143,339.9286,8.3571,98.9286,-23.7857,0.2908,NO
3524,7.0000,4835.0000,2364.0000,690.7143,337.7143,1.4286,19.4286,-3.5714,0.3739,NO
3525,1.0000,749.0000,335.0000,749.0000,335.0000,0.0000,0.0000,0.0000,0.0000,NO
3526,1.0000,800.0000,335.0000,800.0000,335.0000,0.0000,0.0000,0.0000,0.0000,NO
3527,1.0000,455.0000,336.0000,455.0000,336.0000,0.0000,0.0000,0.0000,0.0000,NO
3528,1.0000,460.0000,336.0000,460.0000,336.0000,0.0000,0.0000,0.0000,0.0000,NO
3529,2.0000,1146.0000,673.0000,573.0000,336.5000,0.0000,0.5000,0.0000,1.2732,NO
3530,1.0000,621.0000,336.0000,621.0000,336.0000,0.0000,0.0000,0.0000,0.0000,NO
3531,1.0000,641.0000,336.0000,641.0000,336.0000,0.0000,0.0000,0.0000,0.0000,NO
3532,2.0000,1342.0000,673.0000,671.0000,336.5000,0.0000,0.5000,0.0000,1.2732,NO
3533,9.0000,6141.0000,3042.0000,682.3333,338.0000,2.0000,24.0000,-3.0000,0.4958,NO
3534,1.0000,799.0000,336.0000,799.0000,336.0000,0.0000,0.0000,0.0000,0.0000,NO
3535,1.0000,456.0000,337.0000,456.0000,337.0000,0.0000,0.0000,0.0000,0.0000,NO
3536,8.0000,3972.0000,2712.0000,496.5000,339.0000,10.0000,12.0000,10.0000,0.4630,NO
3537,3.0000,1698.0000,1011.0000,566.0000,337.0000,2.0000,0.0000,0.0000,0.7162,NO
3538,7.0000,4047.0000,2377.0000,578.1429,339.5714,0.8571,17.7143,0.4286,0.4199,NO
3539,3.0000,1740.0000,1014.0000,580.0000,338.0000,0.0000,2.0000,0.0000,0.7162,NO
3540,1.0000,620.0000,337.0000,620.0000,337.0000,0.0000,0.0000,0.0000,0.0000,NO
3541,3.0000,1872.0000,1014.0000,624.0000,338.0000,0.0000,2.0000,0.0000,0.7162,NO
3542,1.0000,627.0000,337.0000,627.0000,337.0000,0.0000,0.0000,0.0000,0.0000,NO
3543,6.0000,3774.0000,2031.0000,629.0000,338.5000,4.0000,5.5000,-4.0000,0.6031,NO
3544,2.0000,1272.0000,675.0000,636.0000,337.5000,0.0000,0.5000,0.0000,1.2732,NO
3545,7.0000,4494.0000,2372.0000,642.0000,338.8571,2.0000,10.8571,-1.0000,0.6066,NO
3546,4.0000,2610.0000,1352.0000,652.5000,338.0000,1.0000,2.0000,1.0000,0.8488,NO
3547,1.0000,798.0000,337.0000,798.0000,337.0000,0.0000,0.0000,0.0000,0.0000,NO
3548,1.0000,453.0000,338.0000,453.0000,338.0000,0.0000,0.0000,0.0000,0.0000,NO
3549,1.0000,458.0000,338.0000,458.0000,338.0000,0.0000,0.0000,0.0000,0.0000,NO
3550,2.0000,1065.0000,676.0000,532.5000,338.0000,0.5000,0.0000,0.0000,1.2732,NO
3551,1.0000,571.0000,338.0000,571.0000,338.0000,0.0000,0.0000,0.0000,0.0000,NO
3552,3.0000,627.0000,1017.0000,209.0000,339.0000,2.0000,0.0000,0.0000,0.7162,NO
3553,1.0000,535.0000,339.0000,535.0000,339.0000,0.0000,0.0000,0.0000,0.0000,NO
3554,5.0000,3099.0000,1698.0000,619.8000,339.6000,2.8000,1.2000,0.6000,0.9947,NO
3555,1.0000,626.0000,339.0000,626.0000,339.0000,0.0000,0.0000,0.0000,0.0000,NO
3556,1.0000,659.0000,339.0000,659.0000,339.0000,0.0000,0.0000,0.0000,0.0000,NO
3557,2.0000,1340.0000,679.0000,670.0000,339.5000,0.0000,0.5000,0.0000,1.2732,NO
3558,3.0000,2538.0000,1017.0000,846.0000,339.0000,2.0000,0.0000,0.0000,0.7162,NO
3559,2.0000,1216.0000,681.0000,608.0000,340.5000,0.0000,0.5000,0.0000,1.2732,NO
3560,1.0000,611.0000,340.0000,611.0000,340.0000,0.0000,0.0000,0.0000,0.0000,NO
3561,10.0000,6139.0000,3423.0000,613.9000,342.3000,6.9000,20.1000,-8.7000,0.5895,NO
3562,4.0000,2490.0000,1364.0000,622.5000,341.0000,1.0000,2.0000,-1.0000,0.8488,NO
3563,7.0000,4409.0000,2391.0000,629.8571,341.5714,2.8571,9.7143,-3.4286,0.6203,NO
3564,1.0000,824.0000,340.0000,824.0000,340.0000,0.0000,0.0000,0.0000,0.0000,NO
3565,2.0000,1663.0000,680.0000,831.5000,340.0000,0.5000,0.0000,0.0000,1.2732,NO
3566,7.0000,5863.0000,2386.0000,837.5714,340.8571,17.7143,0.8571,-0.4286,0.4199,NO
3567,3.0000,2526.0000,1020.0000,842.0000,340.0000,2.0000,0.0000,0.0000,0.7162,NO
3568,2.0000,512.0000,683.0000,256.0000,341.5000,0.0000,0.5000,0.0000,1.2732,NO
3569,10.0000,4488.0000,3423.0000,448.8000,342.3000,39.6000,4.1000,2.6000,0.3642,NO
3570,2.0000,1254.0000,683.0000,627.0000,341.5000,0.0000,0.5000,0.0000,1.2732,NO
3571,9.0000,5796.0000,3085.0000,644.0000,342.7778,8.0000,7.5556,0.0000,0.8287,NO
3572,2.0000,1342.0000,683.0000,671.0000,341.5000,0.0000,0.5000,0.0000,1.2732,NO
3573,2.0000,2161.0000,682.0000,1080.5000,341.0000,0.5000,0.0000,0.0000,1.2732,NO
3574,1.0000,462.0000,342.0000,462.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3575,1.0000,464.0000,342.0000,464.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3576,1.0000,499.0000,342.0000,499.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3577,2.0000,1148.0000,685.0000,574.0000,342.5000,0.0000,0.5000,0.0000,1.2732,NO
3578,1.0000,610.0000,342.0000,610.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3579,7.0000,4447.0000,2401.0000,635.2857,343.0000,3.4286,4.0000,0.0000,1.0498,NO
3580,4.0000,2758.0000,1372.0000,689.5000,343.0000,1.0000,2.0000,1.0000,0.8488,NO
3581,1.0000,791.0000,342.0000,791.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3582,2.0000,1657.0000,684.0000,828.5000,342.0000,0.5000,0.0000,0.0000,1.2732,NO
3583,1.0000,833.0000,342.0000,833.0000,342.0000,0.0000,0.0000,0.0000,0.0000,NO
3584,2.0000,911.0000,686.0000,455.5000,343.0000,0.5000,0.0000,0.0000,1.2732,NO
3585,1.0000,500.0000,343.0000,500.0000,343.0000,0.0000,0.0000,0.0000,0.0000,NO
3586,1.0000,621.0000,343.0000,621.0000,343.0000,0.0000,0.0000,0.0000,0.0000,NO
3587,2.0000,1390.0000,687.0000,695.0000,343.5000,0.0000,0.5000,0.0000,1.2732,NO
3588,1.0000,790.0000,343.0000,790.0000,343.0000,0.0000,0.0000,0.0000,0.0000,NO
3589,2.0000,1651.0000,686.0000,825.5000,343.0000,0.5000,0.0000,0.0000,1.2732,NO
3590,2.0000,897.0000,688.0000,448.5000,344.0000,0.5000,0.0000,0.0000,1.2732,NO
3591,1.0000,453.0000,344.0000,453.0000,344.0000,0.0000,0.0000,0.0000,0.0000,NO
3592,3.0000,1374.0000,1032.0000,458.0000,344.0000,2.0000,0.0000,0.0000,0.7162,NO
3593,1.0000,501.0000,344.0000,501.0000,344.0000,0.0000,0.0000,0.0000,0.0000,NO
3594,2.0000,1240.0000,689.0000,620.0000,344.5000,0.0000,0.5000,0.0000,1.2732,NO
3595,3.0000,1977.0000,1035.0000,659.0000,345.0000,0.0000,2.0000,0.0000,0.7162,NO
3596,1.0000,778.0000,344.0000,778.0000,344.0000,0.0000,0.0000,0.0000,0.0000,NO
3597,1.0000,835.0000,344.0000,835.0000,344.0000,0.0000,0.0000,0.0000,0.0000,NO
3598,2.0000,901.0000,690.0000,450.5000,345.0000,0.5000,0.0000,0.0000,1.2732,NO
3599,1.0000,454.0000,345.0000,454.0000,345.0000,0.0000,0.0000,0.0000,0.0000,NO
3600,8.0000,4028.0000,2776.0000,503.5000,347.0000,10.0000,12.0000,10.0000,0.4630,NO
3601,1.0000,569.0000,345.0000,569.0000,345.0000,0.0000,0.0000,0.0000,0.0000,NO
3602,1.0000,640.0000,345.0000,640.0000,345.0000,0.0000,0.0000,0.0000,0.0000,NO
3603,1.0000,646.0000,345.0000,646.0000,345.0000,0.0000,0.0000,0.0000,0.0000,NO
3604,3.0000,2082.0000,1038.0000,694.0000,346.0000,0.0000,2.0000,0.0000,0.7162,NO
3605,2.0000,1553.0000,690.0000,776.5000,345.0000,0.5000,0.0000,0.0000,1.2732,NO
3606,1.0000,453.0000,346.0000,453.0000,346.0000,0.0000,0.0000,0.0000,0.0000,NO
3607,6.0000,2742.0000,2079.0000,457.0000,346.5000,10.0000,1.5000,3.0000,0.4982,NO
3608,1.0000,568.0000,346.0000,568.0000,346.0000,0.0000,0.0000,0.0000,0.0000,NO
3609,1.0000,647.0000,346.0000,647.0000,346.0000,0.0000,0.0000,0.0000,0.0000,NO
3610,3.0000,1951.0000,1040.0000,650.3333,346.6667,0.6667,0.6667,0.3333,1.0743,NO
3611,2.0000,1549.0000,692.0000,774.5000,346.0000,0.5000,0.0000,0.0000,1.2732,NO
3612,2.0000,899.0000,694.0000,449.5000,347.0000,0.5000,0.0000,0.0000,1.2732,NO
3613,1.0000,773.0000,347.0000,773.0000,347.0000,0.0000,0.0000,0.0000,0.0000,NO
3614,2.0000,1707.0000,694.0000,853.5000,347.0000,0.5000,0.0000,0.0000,1.2732,NO
3615,1.0000,912.0000,347.0000,912.0000,347.0000,0.0000,0.0000,0.0000,0.0000,NO
3616,1.0000,444.0000,348.0000,444.0000,348.0000,0.0000,0.0000,0.0000,0.0000,NO
3617,1.0000,451.0000,348.0000,451.0000,348.0000,0.0000,0.0000,0.0000,0.0000,NO
3618,1.0000,460.0000,348.0000,460.0000,348.0000,0.0000,0.0000,0.0000,0.0000,NO
3619,16.0000,8494.0000,5590.0000,530.8750,349.3750,103.7500,7.7500,-14.2500,0.3654,NO
3620,2.0000,1276.0000,697.0000,638.0000,348.5000,0.0000,0.5000,0.0000,1.2732,NO
3621,2.0000,1543.0000,696.0000,771.5000,348.0000,0.5000,0.0000,0.0000,1.2732,NO
3622,1.0000,840.0000,348.0000,840.0000,348.0000,0.0000,0.0000,0.0000,0.0000,NO
3623,1.0000,904.0000,348.0000,904.0000,348.0000,0.0000,0.0000,0.0000,0.0000,NO
3624,1.0000,445.0000,349.0000,445.0000,349.0000,0.0000,0.0000,0.0000,0.0000,NO
3625,1.0000,452.0000,349.0000,452.0000,349.0000,0.0000,0.0000,0.0000,0.0000,NO
3626,1.0000,455.0000,349.0000,455.0000,349.0000,0.0000,0.0000,0.0000,0.0000,NO
3627,1.0000,490.0000,349.0000,490.0000,349.0000,0.0000,0.0000,0.0000,0.0000,NO
3628,9.0000,6301.0000,3164.0000,700.1111,351.5556,4.8889,22.2222,-7.5556,0.4755,NO
3629,1.0000,770.0000,349.0000,770.0000,349.0000,0.0000,0.0000,0.0000,0.0000,NO
3630,8.0000,6836.0000,2792.0000,854.5000,349.0000,42.0000,0.0000,0.0000,0.2425,NO
3631,1.0000,443.0000,350.0000,443.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3632,1.0000,446.0000,350.0000,446.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3633,1.0000,453.0000,350.0000,453.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3634,1.0000,506.0000,350.0000,506.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3635,6.0000,3840.0000,2107.0000,640.0000,351.1667,4.0000,2.8333,2.0000,0.8385,NO
3636,1.0000,703.0000,350.0000,703.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3637,1.0000,842.0000,350.0000,842.0000,350.0000,0.0000,0.0000,0.0000,0.0000,NO
3638,1.0000,447.0000,351.0000,447.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3639,1.0000,454.0000,351.0000,454.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3640,1.0000,461.0000,351.0000,461.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3641,1.0000,507.0000,351.0000,507.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3642,1.0000,767.0000,351.0000,767.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3643,1.0000,931.0000,351.0000,931.0000,351.0000,0.0000,0.0000,0.0000,0.0000,NO
3644,1.0000,436.0000,352.0000,436.0000,352.0000,0.0000,0.0000,0.0000,0.0000,NO
3645,2.0000,885.0000,704.0000,442.5000,352.0000,0.5000,0.0000,0.0000,1.2732,NO
3646,6.0000,2696.0000,2119.0000,449.3333,353.1667,7.3333,2.8333,3.6667,0.5636,NO
3647,1.0000,508.0000,352.0000,508.0000,352.0000,0.0000,0.0000,0.0000,0.0000,NO
3648,5.0000,2818.0000,1766.0000,563.6000,353.2000,1.2000,2.8000,-0.6000,0.9947,NO
3649,1.0000,795.0000,352.0000,795.0000,352.0000,0.0000,0.0000,0.0000,0.0000,NO
3650,2.0000,1663.0000,704.0000,831.5000,352.0000,0.5000,0.0000,0.0000,1.2732,NO
3651,2.0000,1857.0000,704.0000,928.5000,352.0000,0.5000,0.0000,0.0000,1.2732,NO
3652,1.0000,509.0000,353.0000,509.0000,353.0000,0.0000,0.0000,0.0000,0.0000,NO
3653,1.0000,705.0000,353.0000,705.0000,353.0000,0.0000,0.0000,0.0000,0.0000,NO
3654,1.0000,764.0000,353.0000,764.0000,353.0000,0.0000,0.0000,0.0000,0.0000,NO
3655,1.0000,794.0000,353.0000,794.0000,353.0000,0.0000,0.0000,0.0000,0.0000,NO
3656,7.0000,3054.0000,2483.0000,436.2857,354.7143,11.4286,5.4286,5.5714,0.4626,NO
3657,7.0000,3113.0000,2480.0000,444.7143,354.2857,19.4286,1.4286,3.5714,0.3739,NO
3658,1.0000,510.0000,354.0000,510.0000,354.0000,0.0000,0.0000,0.0000,0.0000,NO
3659,1.0000,763.0000,354.0000,763.0000,354.0000,0.0000,0.0000,0.0000,0.0000,NO
3660,1.0000,792.0000,354.0000,792.0000,354.0000,0.0000,0.0000,0.0000,0.0000,NO
3661,2.0000,1673.0000,708.0000,836.5000,354.0000,0.5000,0.0000,0.0000,1.2732,NO
3662,1.0000,433.0000,355.0000,433.0000,355.0000,0.0000,0.0000,0.0000,0.0000,NO
3663,3.0000,1322.0000,1066.0000,440.6667,355.3333,0.6667,0.6667,0.3333,1.0743,NO
3664,5.0000,2268.0000,1777.0000,453.6000,355.4000,5.2000,1.2000,1.8000,0.6217,NO
3665,1.0000,511.0000,355.0000,511.0000,355.0000,0.0000,0.0000,0.0000,0.0000,NO
3666,1.0000,561.0000,355.0000,561.0000,355.0000,0.0000,0.0000,0.0000,0.0000,NO
3667,2.0000,1659.0000,710.0000,829.5000,355.0000,0.5000,0.0000,0.0000,1.2732,NO
3668,2.0000,1707.0000,710.0000,853.5000,355.0000,0.5000,0.0000,0.0000,1.2732,NO
3669,1.0000,512.0000,356.0000,512.0000,356.0000,0.0000,0.0000,0.0000,0.0000,NO
3670,1.0000,708.0000,356.0000,708.0000,356.0000,0.0000,0.0000,0.0000,0.0000,NO
3671,2.0000,1521.0000,712.0000,760.5000,356.0000,0.5000,0.0000,0.0000,1.2732,NO
3672,6.0000,5037.0000,2139.0000,839.5000,356.5000,5.5000,1.5000,-1.5000,0.8185,NO
3673,1.0000,351.0000,357.0000,351.0000,357.0000,0.0000,0.0000,0.0000,0.0000,NO
3674,1.0000,439.0000,357.0000,439.0000,357.0000,0.0000,0.0000,0.0000,0.0000,NO
3675,4.0000,1778.0000,1428.0000,444.5000,357.0000,5.0000,0.0000,0.0000,0.5093,NO
3676,1.0000,513.0000,357.0000,513.0000,357.0000,0.0000,0.0000,0.0000,0.0000,NO
3677,2.0000,1413.0000,714.0000,706.5000,357.0000,0.5000,0.0000,0.0000,1.2732,NO
3678,2.0000,1711.0000,714.0000,855.5000,357.0000,0.5000,0.0000,0.0000,1.2732,NO
3679,2.0000,897.0000,716.0000,448.5000,358.0000,0.5000,0.0000,0.0000,1.2732,NO
3680,2.0000,903.0000,716.0000,451.5000,358.0000,0.5000,0.0000,0.0000,1.2732,NO
3681,10.0000,5160.0000,3605.0000,516.0000,360.5000,20.0000,22.5000,20.0000,0.3745,NO
3682,1.0000,834.0000,358.0000,834.0000,358.0000,0.0000,0.0000,0.0000,0.0000,NO
3683,5.0000,4240.0000,1790.0000,848.0000,358.0000,10.0000,0.0000,0.0000,0.3979,NO
3684,6.0000,900.0000,2157.0000,150.0000,359.5000,4.0000,1.5000,0.0000,1.0417,NO
3685,1.0000,444.0000,359.0000,444.0000,359.0000,0.0000,0.0000,0.0000,0.0000,NO
3686,2.0000,893.0000,720.0000,446.5000,360.0000,0.5000,0.0000,0.0000,1.2732,NO
3687,1.0000,710.0000,360.0000,710.0000,360.0000,0.0000,0.0000,0.0000,0.0000,NO
3688,1.0000,715.0000,360.0000,715.0000,360.0000,0.0000,0.0000,0.0000,0.0000,NO
3689,1.0000,755.0000,360.0000,755.0000,360.0000,0.0000,0.0000,0.0000,0.0000,NO
3690,1.0000,843.0000,360.0000,843.0000,360.0000,0.0000,0.0000,0.0000,0.0000,NO
3691,13.0000,11180.0000,4680.0000,860.0000,360.0000,182.0000,0.0000,0.0000,0.1478,NO
3692,1.0000,448.0000,361.0000,448.0000,361.0000,0.0000,0.0000,0.0000,0.0000,NO
3693,1.0000,754.0000,361.0000,754.0000,361.0000,0.0000,0.0000,0.0000,0.0000,NO
3694,3.0000,1299.0000,1086.0000,433.0000,362.0000,2.0000,0.0000,0.0000,0.7162,NO
3695,1.0000,445.0000,362.0000,445.0000,362.0000,0.0000,0.0000,0.0000,0.0000,NO
